12/14/2009,10
12/15/2009,10
12/16/2009,10
12/17/2009,10
12/18/2009,10
12/19/2009,10
12/20/2009,10
12/21/2009,10
12/22/2009,10
12/23/2009,10
12/24/2009,10
12/25/2009,10
12/26/2009,10
12/27/2009,10
12/28/2009,10
12/29/2009,10
12/30/2009,10
12/31/2009,10
01/01/2010,10
01/02/2010,10
01/03/2010,10
01/04/2010,10
01/05/2010,10
01/06/2010,10
01/07/2010,10
01/08/2010,10
01/09/2010,10
01/10/2010,10
01/11/2010,10
01/12/2010,10
01/13/2010,10
01/14/2010,10
01/15/2010,10
01/16/2010,10
01/17/2010,10
01/18/2010,9.7507
01/19/2010,9.7507
01/20/2010,9.7507
01/21/2010,9.7507
01/22/2010,9.7517
01/23/2010,9.7527
01/24/2010,9.7537
01/25/2010,9.7547
01/26/2010,9.7556
01/27/2010,9.7565
01/28/2010,9.7573
01/29/2010,9.7582
01/30/2010,9.7590
01/31/2010,9.7598
02/01/2010,9.7606
02/02/2010,9.7614
02/03/2010,9.7622
02/04/2010,9.7633
02/05/2010,9.7644
02/06/2010,9.7655
02/07/2010,9.7666
02/08/2010,9.8118
02/09/2010,9.8129
02/10/2010,10.0195
02/11/2010,10.0206
02/12/2010,10.0217
02/13/2010,10.0228
02/14/2010,10.0239
02/15/2010,10.0250
02/16/2010,10.0255
02/17/2010,10.0267
02/18/2010,10.0280
02/19/2010,10.0293
02/20/2010,10.0306
02/21/2010,10.0318
02/22/2010,10.0331
02/23/2010,10.0343
02/24/2010,10.0355
02/25/2010,10.0367
02/26/2010,10.0379
02/27/2010,10.0391
02/28/2010,10.0403
03/01/2010,10.0415
03/02/2010,10.0431
03/03/2010,10.0444
03/04/2010,10.0458
03/05/2010,10.0471
03/06/2010,10.0484
03/07/2010,10.0497
03/08/2010,10.0510
03/09/2010,10.0523
03/10/2010,10.0536
03/11/2010,10.0549
03/12/2010,10.0563
03/13/2010,10.0576
03/14/2010,10.0588
03/15/2010,10.0601
03/16/2010,10.0614
03/17/2010,10.0627
03/18/2010,10.0640
03/19/2010,10.0652
03/20/2010,10.0665
03/21/2010,10.0678
03/22/2010,10.0691
03/23/2010,10.0703
03/24/2010,10.0716
03/25/2010,10.0729
03/26/2010,10.0741
03/27/2010,10.0754
03/28/2010,10.0766
03/29/2010,10.0779
03/30/2010,10.0792
03/31/2010,10.0801
04/01/2010,10.0815
04/02/2010,10.0828
04/03/2010,10.0841
04/04/2010,10.0855
04/05/2010,10.0868
04/06/2010,10.0881
04/07/2010,10.0894
04/08/2010,10.0907
04/09/2010,10.0919
04/10/2010,10.0932
04/11/2010,10.0945
04/12/2010,10.0958
04/13/2010,10.0971
04/14/2010,10.0985
04/15/2010,10.0998
04/16/2010,10.1011
04/17/2010,10.1024
04/18/2010,10.1038
04/19/2010,10.1051
04/20/2010,10.1064
04/21/2010,10.1077
04/22/2010,10.1090
04/23/2010,10.1103
04/24/2010,10.1116
04/25/2010,10.1129
04/26/2010,10.1142
04/27/2010,10.1156
04/28/2010,10.1169
04/29/2010,10.1183
04/30/2010,10.1196
05/01/2010,10.1209
05/02/2010,10.1222
05/03/2010,10.1235
05/04/2010,10.1248
05/05/2010,10.1261
05/06/2010,10.1273
05/07/2010,10.1286
05/08/2010,10.1299
05/09/2010,10.1312
05/10/2010,10.1325
05/11/2010,10.1338
05/12/2010,10.1352
05/13/2010,10.1366
05/14/2010,10.1380
05/15/2010,10.1393
05/16/2010,10.1407
05/17/2010,10.1421
05/18/2010,10.1434
05/19/2010,10.1447
05/20/2010,10.1461
05/21/2010,10.1474
05/22/2010,10.1487
05/23/2010,10.15
05/24/2010,10.1514
05/25/2010,10.1527
05/26/2010,10.1540
05/27/2010,10.1553
05/28/2010,10.1566
05/29/2010,10.1579
05/30/2010,10.1592
05/31/2010,10.1605
06/01/2010,10.1618
06/02/2010,10.1631
06/03/2010,10.1644
06/04/2010,10.1658
06/05/2010,10.1671
06/06/2010,10.1684
06/07/2010,10.1697
06/08/2010,10.1711
06/09/2010,10.1724
06/10/2010,10.1737
06/11/2010,10.1750
06/12/2010,10.1763
06/13/2010,10.1776
06/14/2010,10.1789
06/15/2010,10.1801
06/16/2010,10.1813
06/17/2010,10.1827
06/18/2010,10.1840
06/19/2010,10.1852
06/20/2010,10.1864
06/21/2010,10.1878
06/22/2010,10.1891
06/23/2010,10.1904
06/24/2010,10.1916
