05/15/2009,10
05/16/2009,10
05/17/2009,10
05/18/2009,10
05/19/2009,10
05/20/2009,10
05/21/2009,10
05/22/2009,10
05/23/2009,10
05/24/2009,10
05/25/2009,10
05/26/2009,10
05/27/2009,10
05/28/2009,10
05/29/2009,10
05/30/2009,10
05/31/2009,10
06/01/2009,10
06/02/2009,10
06/03/2009,10
06/04/2009,10.0012
06/05/2009,10.0039
06/06/2009,10.0084
06/07/2009,10.0137
06/08/2009,10.0208
06/09/2009,10.0216
06/10/2009,10.0237
06/11/2009,10.0259
06/12/2009,10.0291
06/13/2009,10.0335
06/14/2009,10.0384
06/15/2009,10.0443
06/16/2009,10.0513
06/17/2009,10.0594
06/18/2009,10.0686
06/19/2009,10.0789
06/20/2009,10.1035
06/21/2009,10.1047
06/22/2009,10.107
06/23/2009,10.1088
06/24/2009,10.1174
06/25/2009,10.1191
06/26/2009,10.1208
06/27/2009,10.1226
06/28/2009,10.1237
06/29/2009,10.126
06/30/2009,10.1277
07/01/2009,10.1295
07/02/2009,10.1314
07/03/2009,10.1329
07/04/2009,10.1345
07/05/2009,10.1355
07/06/2009,10.1376
07/07/2009,10.1391
07/08/2009,10.1405
07/09/2009,10.1419
07/10/2009,10.1434
07/11/2009,10.1449
07/12/2009,10.1458
07/13/2009,10.1476
07/14/2009,10.1485
07/15/2009,10.1651
07/16/2009,10.1664
07/17/2009,10.1676
07/18/2009,10.1689
07/19/2009,10.1698
07/20/2009,10.1716
07/21/2009,10.1724
07/22/2009,10.1913
07/23/2009,10.1926
07/24/2009,10.1938
07/25/2009,10.1951
07/26/2009,10.1959
07/27/2009,10.1975
07/28/2009,10.1987
07/29/2009,10.1999
07/30/2009,10.201
07/31/2009,10.2022
08/01/2009,10.2034
08/02/2009,10.2042
08/03/2009,10.2057
08/04/2009,10.2068
08/05/2009,10.208
08/06/2009,10.2091
08/07/2009,10.2102
08/08/2009,10.2114
08/09/2009,10.2122
08/10/2009,10.2137
08/11/2009,10.2148
08/12/2009,10.2159
08/13/2009,10.2177
08/14/2009,10.2196
08/15/2009,10.2213
08/16/2009,10.2228
08/17/2009,10.2249
08/18/2009,10.2267
08/19/2009,10.2285
08/20/2009,10.2343
08/21/2009,10.236
08/22/2009,10.2376
08/23/2009,10.239
08/24/2009,10.2409
08/25/2009,10.2423
08/26/2009,10.24
08/27/2009,10.2413
08/28/2009,10.2388
08/29/2009,10.2401
08/30/2009,10.2414
08/31/2009,10.236
09/01/2009,10.229
09/02/2009,10.2391
09/03/2009,10.2372
09/04/2009,10.2341
09/05/2009,10.2353
09/06/2009,10.2365
09/07/2009,10.2484
09/08/2009,10.2386
09/09/2009,10.2401
09/10/2009,10.2417
09/11/2009,10.2388
09/12/2009,10.24
09/13/2009,10.2411
09/14/2009,10.2463
09/15/2009,10.2478
09/16/2009,10.2696
09/17/2009,10.2679
09/18/2009,10.2795
09/19/2009,10.2805
09/20/2009,10.2816
09/21/2009,10.2826
09/22/2009,10.2845
09/23/2009,10.2855
09/24/2009,10.2864
09/25/2009,10.2874
09/26/2009,10.2884
09/27/2009,10.2894
09/28/2009,10.2904
09/29/2009,10.2995
09/30/2009,10.3005
10/01/2009,10.3052
10/02/2009,10.3062
10/03/2009,10.3071
10/04/2009,10.3081
10/05/2009,10.309
10/06/2009,10.3109
10/07/2009,10.3134
10/08/2009,10.1246
10/09/2009,10.1187
10/10/2009,10.1205
10/11/2009,10.1223
10/12/2009,10.1231
10/13/2009,10.1249
10/14/2009,10.1277
10/15/2009,10.1437
10/16/2009,10.1468
10/17/2009,10.149
10/18/2009,10.1512
10/19/2009,10.1534
10/20/2009,10.1759
10/21/2009,10.1804
10/22/2009,10.1827
10/23/2009,10.1851
10/24/2009,10.1871
10/25/2009,10.1892
10/26/2009,10.1941
10/27/2009,10.1964
10/28/2009,10.1982
10/29/2009,10.2158
10/30/2009,10.2182
10/31/2009,10.2201
11/01/2009,10.2221
11/02/2009,10.2241
11/03/2009,10.2273
11/04/2009,10.2439
11/05/2009,10.2587
11/06/2009,10.2639
11/07/2009,10.2658
11/08/2009,10.2677
11/09/2009,10.4399
11/10/2009,10.4603
11/11/2009,10.4708
11/12/2009,10.47
11/13/2009,10.4769
11/14/2009,10.4779
11/15/2009,10.479
11/16/2009,10.4893
11/17/2009,10.4939
11/18/2009,10.4984
11/19/2009,10.5083
11/20/2009,10.5146
11/21/2009,10.5156
