Date (DD-MM-YYYY),NAV
12-08-2021,10.0000
11-08-2021,10.0000
10-08-2021,10.0000
09-08-2021,10.0000
06-08-2021,10.0000
05-08-2021,10.0000
04-08-2021,10.0000
03-08-2021,10.0000
02-08-2021,10.0000
30-07-2021,10.0000
29-07-2021,10.0000
28-07-2021,10.0000
27-07-2021,10.0000
26-07-2021,10.0000
23-07-2021,10.0000
22-07-2021,10.0000
20-07-2021,10.0000
19-07-2021,10.0000
16-07-2021,10.0000
15-07-2021,10.0000
14-07-2021,10.0000
13-07-2021,10.0000
12-07-2021,10.0000
09-07-2021,10.0000
08-07-2021,10.0000
07-07-2021,10.0000
06-07-2021,10.0000
05-07-2021,10.0000
02-07-2021,10.0000
01-07-2021,10.0000
30-06-2021,10.0000
29-06-2021,10.0000
28-06-2021,10.0000
25-06-2021,10.0000
24-06-2021,10.0000
23-06-2021,10.0000
22-06-2021,10.0000
21-06-2021,10.0000
18-06-2021,10.0000
17-06-2021,10.0000
16-06-2021,10.0000
15-06-2021,10.0000
14-06-2021,10.0000
11-06-2021,10.0000
10-06-2021,10.0000
09-06-2021,10.0000
08-06-2021,10.0000
07-06-2021,10.0000
04-06-2021,10.0000
03-06-2021,10.0000
02-06-2021,10.0000
01-06-2021,10.0000
31-05-2021,10.0000
28-05-2021,10.0000
27-05-2021,10.0000
25-05-2021,10.0000
24-05-2021,10.0000
21-05-2021,10.0000
20-05-2021,10.0000
19-05-2021,10.0000
18-05-2021,10.0000
17-05-2021,10.0000
14-05-2021,10.0000
12-05-2021,10.0000
11-05-2021,10.0000
10-05-2021,10.0000
07-05-2021,10.0000
06-05-2021,10.0000
05-05-2021,10.0000
04-05-2021,10.0000
03-05-2021,10.0000
30-04-2021,10.0000
29-04-2021,10.0000
28-04-2021,10.0000
27-04-2021,10.0000
26-04-2021,10.0000
23-04-2021,10.0000
22-04-2021,10.0000
20-04-2021,10.0000
19-04-2021,10.0000
16-04-2021,10.0000
15-04-2021,10.0000
12-04-2021,10.0000
09-04-2021,10.0000
08-04-2021,10.0000
07-04-2021,10.0000
06-04-2021,10.0000
05-04-2021,10.0000
31-03-2021,10.0000
30-03-2021,10.0000
26-03-2021,10.0000
25-03-2021,10.0000
24-03-2021,10.0000
23-03-2021,10.0000
22-03-2021,10.0000
19-03-2021,10.0000
18-03-2021,10.0000
17-03-2021,10.0000
16-03-2021,10.0000
15-03-2021,10.0000
12-03-2021,10.0000
10-03-2021,10.0000
09-03-2021,10.0000
08-03-2021,10.0000
05-03-2021,10.0000
04-03-2021,10.0000
03-03-2021,10.0000
02-03-2021,10.0000
01-03-2021,10.0000
26-02-2021,10.0000
25-02-2021,10.0000
24-02-2021,10.0000
23-02-2021,10.0000
22-02-2021,10.0000
18-02-2021,10.0000
17-02-2021,10.0000
16-02-2021,10.0000
15-02-2021,10.0000
12-02-2021,10.0000
11-02-2021,10.0000
10-02-2021,10.0000
09-02-2021,10.0000
08-02-2021,10.0000
05-02-2021,10.0000
04-02-2021,10.0000
03-02-2021,10.0000
02-02-2021,10.0000
01-02-2021,10.0000
29-01-2021,10.0000
28-01-2021,10.0000
27-01-2021,10.0000
25-01-2021,10.0000
22-01-2021,10.0000
21-01-2021,10.0000
20-01-2021,10.0000
19-01-2021,10.0000
18-01-2021,10.0000
15-01-2021,10.0000
14-01-2021,10.0000
