05/18/2009,10.0000
05/19/2009,10.0000
05/20/2009,10.0000
05/21/2009,10.0000
05/22/2009,10.0000
05/25/2009,10.0000
05/26/2009,10.0000
05/27/2009,10.0000
05/28/2009,10.0000
05/29/2009,10.0000
06/01/2009,10.0000
06/02/2009,10.0000
06/03/2009,10.0000
06/04/2009,10.0000
06/05/2009,10.0000
06/08/2009,10.0000
06/09/2009,10.0000
06/10/2009,10.0000
06/11/2009,10.0000
06/12/2009,10.0000
06/15/2009,10.0000
06/16/2009,10.0000
06/17/2009,10.0000
06/18/2009,10.0000
06/19/2009,10.0000
06/20/2009,10.0000
06/21/2009,10.0000
06/22/2009,10.0000
06/23/2009,10.0000
06/24/2009,10.0000
06/25/2009,10.0000
06/26/2009,10.0000
06/29/2009,10.0000
06/30/2009,10.0000
07/01/2009,10.0000
07/02/2009,10.0000
07/03/2009,10.0000
07/06/2009,10.0000
07/07/2009,9.9592
07/08/2009,9.6842
07/09/2009,9.6879
07/10/2009,9.5330
07/13/2009,9.4811
07/14/2009,9.7393
07/15/2009,9.9605
07/16/2009,9.9561
07/17/2009,10.2328
07/20/2009,10.4664
07/21/2009,10.4090
07/22/2009,10.2599
07/23/2009,10.5200
07/24/2009,10.6249
07/27/2009,10.6367
07/28/2009,10.6180
07/29/2009,10.5122
07/30/2009,10.6396
07/31/2009,10.7733
08/03/2009,10.9242
08/04/2009,10.8654
08/05/2009,10.8890
08/06/2009,10.6903
08/07/2009,10.4964
08/10/2009,10.4009
08/11/2009,10.4788
08/12/2009,10.4654
08/13/2009,10.7867
08/14/2009,10.7305
08/17/2009,10.3065
08/18/2009,10.4743
08/20/2009,10.4665
08/21/2009,10.6444
08/24/2009,10.9076
08/25/2009,10.9485
08/26/2009,10.9983
08/27/2009,11.0158
08/28/2009,11.1207
08/31/2009,10.9635
09/01/2009,10.8815
09/02/2009,10.8430
09/03/2009,10.8109
09/04/2009,10.9952
09/07/2009,11.2123
09/08/2009,11.2606
09/09/2009,11.2815
09/10/2009,11.2938
09/11/2009,11.3216
09/14/2009,11.2759
09/15/2009,11.4553
09/16/2009,11.6082
09/17/2009,11.6227
09/18/2009,11.6476
09/22/2009,11.7485
09/23/2009,11.6329
09/24/2009,11.6696
09/25/2009,11.6086
09/29/2009,11.7043
09/30/2009,11.8802
10/01/2009,11.8791
10/03/2009,11.8791
10/05/2009,11.6970
10/06/2009,11.7531
10/07/2009,11.6484
10/08/2009,11.6844
10/09/2009,11.5510
10/12/2009,11.8025
10/14/2009,11.9238
10/15/2009,11.9238
10/16/2009,12.0047
10/20/2009,11.9379
10/21/2009,11.8209
10/22/2009,11.6572
10/23/2009,11.6754
10/26/2009,11.6166
10/27/2009,11.3254
10/28/2009,11.2775
10/29/2009,11.1024
10/30/2009,11.0112
11/03/2009,10.6636
11/04/2009,10.9895
11/05/2009,11.1176
11/06/2009,11.1896
11/09/2009,11.4291
11/10/2009,11.3898
11/11/2009,11.6695
11/12/2009,11.5517
11/13/2009,11.6585
11/16/2009,11.7879
11/17/2009,11.8005
11/18/2009,11.7832
11/19/2009,11.6302
11/20/2009,11.7771
11/23/2009,11.8966
11/24/2009,11.8665
11/25/2009,11.9079
11/26/2009,11.6693
11/27/2009,11.5205
11/30/2009,11.7315
12/01/2009,11.9390
12/02/2009,11.9422
12/03/2009,11.9615
12/04/2009,11.9090
12/07/2009,11.8143
12/08/2009,11.9957
12/09/2009,11.9142
12/10/2009,11.9659
12/11/2009,11.9259
12/14/2009,11.8950
12/15/2009,11.7293
12/16/2009,11.7492
12/17/2009,11.7484
12/18/2009,11.6229
12/21/2009,11.5403
12/22/2009,11.6154
12/23/2009,11.9813
12/24/2009,12.0572
12/29/2009,12.0782
12/30/2009,12.0350
12/31/2009,12.1076
01/04/2010,12.1787
01/05/2010,12.2870
01/06/2010,12.2959
01/07/2010,12.2537
01/08/2010,12.2124
01/11/2010,12.2239
01/12/2010,12.1365
01/13/2010,12.1894
01/14/2010,12.2489
01/15/2010,12.2311
01/18/2010,12.2812
01/19/2010,12.1708
01/20/2010,12.1612
01/21/2010,11.8736
01/22/2010,11.7416
01/25/2010,11.6778
01/27/2010,11.3242
01/28/2010,11.3569
01/29/2010,11.3899
02/01/2010,11.4299
02/02/2010,11.2712
02/03/2010,11.5034
02/04/2010,11.3062
02/05/2010,11.0176
02/08/2010,11.1121
02/09/2010,11.1909
02/10/2010,11.1116
02/11/2010,11.2692
02/15/2010,11.2118
02/16/2010,11.3379
02/17/2010,11.4694
02/18/2010,11.4104
02/19/2010,11.3108
02/22/2010,11.3377
02/23/2010,11.3683
02/24/2010,11.3418
02/25/2010,11.3442
02/26/2010,11.4892
03/02/2010,11.7102
03/03/2010,11.8742
03/04/2010,11.8564
03/05/2010,11.8757
03/08/2010,11.9574
03/09/2010,11.9057
03/10/2010,11.9395
03/11/2010,11.9811
03/12/2010,11.9892
03/15/2010,11.9708
03/17/2010,12.2099
03/18/2010,12.2443
03/19/2010,12.2836
03/22/2010,12.1504
03/23/2010,12.1952
03/25/2010,12.2768
03/26/2010,12.3273
03/29/2010,12.3755
03/30/2010,12.2802
03/31/2010,12.2495
04/05/2010,12.5251
04/06/2010,12.5193
04/07/2010,12.5392
04/08/2010,12.3757
04/09/2010,12.5062
04/12/2010,12.4555
04/13/2010,12.4232
04/15/2010,12.3099
04/16/2010,12.2844
04/19/2010,12.1481
04/20/2010,12.2064
04/21/2010,12.2405
04/22/2010,12.2969
04/23/2010,12.3766
04/26/2010,12.4214
04/27/2010,12.3886
04/28/2010,12.1727
04/29/2010,12.2614
04/30/2010,12.3169
05/03/2010,12.1891
05/04/2010,12.0179
05/05/2010,11.9633
05/06/2010,11.8842
05/07/2010,11.7151
05/10/2010,12.1301
05/11/2010,11.9968
05/12/2010,12.0440
05/13/2010,12.0949
05/14/2010,11.9009
05/17/2010,11.8302
05/18/2010,11.8448
05/19/2010,11.5077
05/20/2010,11.5747
05/21/2010,11.5367
05/24/2010,11.5665
05/25/2010,11.2517
05/26/2010,11.5112
05/28/2010,11.8593
05/31/2010,11.9069
06/01/2010,11.6336
