Date (MM/DD/YYYY),Net Asset Value (INR)
01/27/2026,10.0000
01/28/2026,9.9993
01/30/2026,9.9462
02/02/2026,9.8902
02/03/2026,10.0467
02/04/2026,10.0418
02/05/2026,10.0238
02/06/2026,10.0634
02/09/2026,10.1109
02/10/2026,10.1364
02/11/2026,10.1252
02/12/2026,10.0835
02/13/2026,10.0168
