Date (MM/DD/YYYY),Net Asset Value (INR)
07/08/2025,10.0064
07/09/2025,10.0073
07/10/2025,10.0082
07/11/2025,10.0089
07/14/2025,10.0128
07/15/2025,10.0136
07/16/2025,10.0145
07/17/2025,10.0152
07/18/2025,10.0161
07/21/2025,10.0198
07/22/2025,10.0208
07/23/2025,10.0218
07/24/2025,10.0228
07/25/2025,10.0237
07/28/2025,10.0275
07/29/2025,10.0284
07/30/2025,10.0293
07/31/2025,10.0302
08/01/2025,10.0312
08/04/2025,10.0350
08/05/2025,10.0359
08/06/2025,10.0368
08/07/2025,10.0377
08/08/2025,10.0386
08/11/2025,10.0430
08/12/2025,10.0425
08/13/2025,10.0435
08/14/2025,10.0444
08/18/2025,10.0496
08/19/2025,10.0505
08/20/2025,10.0515
08/21/2025,10.0524
08/22/2025,10.0534
08/25/2025,10.0573
08/26/2025,10.0583
08/28/2025,10.0607
08/29/2025,10.1874
09/01/2025,10.1900
09/02/2025,10.1934
09/03/2025,10.2006
09/04/2025,10.2085
09/05/2025,10.2159
09/09/2025,10.2180
09/10/2025,10.2191
09/11/2025,10.2221
09/12/2025,10.2223
09/15/2025,10.2266
09/16/2025,10.2258
09/17/2025,10.2312
09/18/2025,10.2264
09/19/2025,10.2309
09/22/2025,10.2362
09/23/2025,10.2407
09/24/2025,10.2388
09/25/2025,10.2395
09/26/2025,10.2381
09/29/2025,10.2388
09/30/2025,10.2361
10/01/2025,10.2489
